komentar,clean,sentimen
"secara pribadi kurang suka, tapi penjelasannya jelas bgt, appreciated ❤",pribadi suka penjelasannya bgt appreciated,2
"Itu juga lagi diceritakan tolol, makanya nonton jgn komen aja goblok.",jutidak diceritakan tolol nonton jgn komen aja goblok,1
untung gak ada muka lu,untung tidakk muka lu,1
macamaaa~,macamaaa,1
Ntar lagi masuk Netflix biasanya,ntar masuk netflix,1
"buku yg di kuil itu punya pasukan Iron Blood Alliance, pasukan Korea yg tugasnya nyabutin pasak besi yg disebar Jepang, cuma mereka gagal nyabut di kuburan terakhir karena pasaknya jadi setan samurai

simbol didinding kuil itu sebenernya simbol yin-yang

senjata yg dipake itu sebenernya gagang pacul biasa yg dilumuri darah kuda

kenapa senjatanya ngefek? karena si setan samurai terbentuk dari elemen api+besi sementara si pacul dari kayu+air (darah) yg mana menurut fengshui emang saling berlawanan

si ayam dipake buat tuker nyawa sama bong hil pas dia kesurupan, sama kayak discene awal pas bongkar makam, nyawa para penggali kubur dibonding ke babi",buku yg kuil pasukan iron blood alliance pasukan korea yg tutidaksnya nyabutin pasak besi yg disebar jepang tidaktidakl nyabut kuburan pasaknya setan samuraisimbol didinding kuil sebenernya simbol yinyangsenjata yg dipake sebenernya tidaktidakng pacul yg dilumuri darah kudakenapa senjatanya ngefek si setan samurai terbentuk elemen apibesi si pacul kayuair darah yg fengshui emang berlawanansi ayam dipake tuker nyawa bong hil pas kesurupan kayak discene pas bongkar makam nyawa pengtidakli kubur dibonding babi,2
"Ok bang, memang bagus film ya, saya sdh nnton",ok bang bagus film ya sdh nnton,2
"kalo Indonesia dipasangin pasak juga ga ya sama jepang? apa kalah sama dukun dukun asli nusantara, jadi ga mempan dia pasang pasak di Nusantara? wkwkwkwkwkwk",kalo indonesia dipasangin pasak jutidak tidak ya jepang kalah dukun dukun asli nusantara tidak mempan pasang pasak nusantara wkwkwkwkwkwk,1
"Gue baru nonton tadi di XXI. 
Keren banget. Segitu gue nonton nya 2D, tapi kursi sampe geter karena sound nya, berasa tegangnya.
Aktingnya ga ada yg timpang walaupun ada Choi Min Sik living legend nya Korsel.
Terus gue kesel liat Lee Do Hyun. Kok bisa dia selalu ganteng.
Jadi anak SMA ganteng, jadi dokter ganteng, lawan zombie ganteng eh sekarang jadi dukun pun ganteng. Kampret emang.",gue nonton xxi keren banget segitu gue nonton nya d kursi sampe geter sound nya berasa tetidakngnyaaktingnya tidak yg timpang choi min sik living legend nya korselterus gue kesel liat lee do hyun tidakntengjadi anak sma tidaknteng dokter tidaknteng lawan zombie tidaknteng eh dukun tidaknteng kampret emang,2
Aku dah nonton tamat di bioskop dan film nya seru banget aku sampe nonton 2kali ga bosen2 recommended sih😊,dah nonton tamat bioskop film nya seru banget sampe nonton kali tidak bosen recommended sih,1
Yg jd pertanyaan si gisune ny msh hidup smp skrang kah?,yg jd si gisune ny msh hidup smp skrang kah,1
"Jump scare ketegangan yg gaada hantu menye2, coba kalau ini indonesia buat pasti tuh pas lagi bongkar2 kubur ada yg lewat lah hantu apa yg gangguin prosesnya 😅",jump scare ketetidakntidakn yg tidakada hantu menye coba indonesia tuh pas bongkar kubur yg hantu yg tidakngguin prosesnya,1
"18:33 ada tambahan nama2 org di keluarga park emang diambil dari nama2 pejabat yg berpihak ke jepang. Terus nama plat mobil yg dipake 0301 (pergerakan 1 maret) 1994 dan  0815 itu hari kemerdekaan korea 

Terus yg siluman ular ditaro di kuburan kenapa bisa mati karna penggali kubir itu shio babi yg merupakan lawan dari shio ular. Cuma silumannya setelah mati bisa menakuti org yg bunuh dia.",tambahan nama org keluartidak park emang diambil nama pejabat yg berpihak jepang nama plat mobil yg dipake pergerakan maret kemerdekaan korea yg siluman ular ditaro kuburan mati karna pengtidakli kubir shio babi yg lawan shio ular silumannya mati menakuti org yg bunuh,1
"Bang...tapi di Indonesia juga kurang lebihnya sama bang...pasak bumi ini berupa kayu solid yg di isi 3 mayat tentara jepang..dan ditanam di perbatasan antara indo dan malay...ga percis di perbatasan tapi sekitar situ...
Tujuannya ya sama... Ko gw merinding ya",bangtapi indonesia jutidak lebihnya bangpasak bumi kayu solid yg isi mayat tentara jepangdan ditanam perbatasan indo malaytidak percis perbatasan situtujuannya ya ko gw merinding ya,1
gak jelas nya,tidakk nya,1
"Orang Korea benar benar rasis gak ketulungan. Kayak anjink mulutnya. Indonesia adalah negara paling sukses di luar Korea yang menayangkan Film Korea  exhuma  . Tapi warga Korsel selaku cari celah buat menghina. Komentar mereka ,
- saya heran dengan negara yang  penduduknya  suka download film  ilegal malah menyempatkan diri melihat di bioskop, keajaiban apa itu 
- punya penduduk 270 juta film exhuma hanya tayang di 100 layar 
-  film ini tidak akan di pahami orang Indonesia secara budaya, tapi kita tahu selera horor mereka rendah , jadi ya bisa saja sukse 
- mereka baru pertama kali melihat film horor yang serius, karena negara itu tidak pernah serius membuat film .
SATU KATA DARI GUE ..KOREA GOBLOK",orang korea rasis tidakk ketuluntidakn kayak anjink mulutnya indonesia netidakra sukses korea menayangkan film korea exhuma wartidak korsel cari celah menghina komentar heran dentidakn netidakra penduduknya suka download film iletidakl menyempatkan bioskop keajaiban penduduk juta film exhuma tayang layar film tidak pahami orang indonesia budaya selera horor rendah ya sukse kali film horor serius netidakra tidak serius film gue korea goblok,2
Habis nonton d XXI tp menurutku biasa aja sih... gak cocok ke genre horor... lebih ke misteri,habis nonton d xxi tp menurutku aja sih tidakk cocok genre horor misteri,1
Kebanyakan ngomong film nya mana 😂😂😂😂,kebanyakan ngomong film nya,1
"Bener kan gw pas nonton film ini sama kek vibes nya nonton pengabdi setan, asli gw malah kepikiran teori dan sejarah2 dan simbol2, ga ngomongon seremnya atau jump scare nya dan paling serem sih yah shogun sihhh, bangsat bisa ngebunuh bukan setan juga tapi siluman, choi minsik di akhir epik sihh, dan juga tentang hantu dari leluhur pak park itu, dulu ternyata banyak pengkhianat korea yang belot ke jepang hidupnya makmur anjr, gw ngomong gini ga cumn di film ini doang tapi di film lain juga ada kisah kek gini juga, orang korea yang belot malah dianggap pahlawan",bener gw pas nonton film kek vibes nya nonton pentidakbdi setan asli gw kepikiran teori sejarah simbol tidak ngomongon seremnya jump scare nya serem sih yah shogun sihhh bangsat ngebunuh bukan setan jutidak siluman choi minsik epik sihh jutidak hantu leluhur park pengkhianat korea belot jepang hidupnya makmur anjr gw ngomong gini tidak cumn film doang film jutidak kisah kek gini jutidak orang korea belot diangtidakp pahlawan,1
"Yang jd pertanyaan, skrg gisune di mana?? Apakah sudah mati?",jd skrg gisune mati,1
adegan pose Hitler yang scene di atas meja  hotel itu maksudnya apa ya,adetidakn pose hitler scene meja hotel maksudnya ya,1
"Kasih tau dong, nonton film ny dimana yah.? Mana di bioskop daerah ku gak ada lagii, mirisss",kasih tau nonton film ny dimana yah bioskop daerah ku tidakk lagii mirisss,1
"Sama the wailing bagusan mana? Kan sama sama perdukunan ada orang jepangnya juga, Belum nntn Exhuma soalnya 😅😢",the wailing bagusan perdukunan orang jepangnya jutidak nntn exhuma,2
Buat yg penasaran sama ni film mending duitny di skip aja msh bnyk film yg memanjakan mata dan seru dari pada harus nonton EXKon....L ini!!!,yg penasaran ni film mending duitny skip aja msh bnyk film yg memanjakan mata seru nonton exkonl,1
Tadinya w males mau koment ni film berubung tmn w nanya udh nonton ni film blom w jwb udah nah mulai keingit deh gmn w kcwa berat sama ni film😤,w males koment ni film berubung tmn w nanya udh nonton ni film blom w jwb udah keingit deh gmn w kcwa berat ni film,1
"Jd inget bukunya Om Hao tentang tentara Jepang pun membawa energi spirit dr negerinya sendiri yaitu siluman Rubah yg disimpen di sebuah goa di Jawa, hiiiii ngeriii",jd inget bukunya om hao tentara jepang membawa energi spirit dr negerinya siluman rubah yg disimpen goa jawa hiiiii ngeriii,1
Sumber darimana,sumber darimana,1
eh serius ini fakta darimana? mau  baca juga,eh serius fakta darimana baca jutidak,1
" @rayppie  
Hp lu ada google kan ..ya lu cari situs Korea yg bahas penayangan film exhuma di Indonesia",rayppie hp lu google ya lu cari situs korea yg bahas penayantidakn film exhuma indonesia,1
horor misteri ya sama ajaaa :)),horor misteri ya ajaaa,1
ya nontonla di bioskop,ya nontonla bioskop,1
"Pasti kamu ke youtube buat nyari film Exhuma, trus nemu akun ini, yg kamu kira bakal muterin film ini kan?",youtube nyari film exhuma trus nemu akun yg muterin film,1
Nah ini nih 😅,nih,1
itu pasukan yang hormat~,pasukan hormat,2
cuma di bioskop kak~,bioskop kak,1
Skrg udh rata kyknya di XXI,skrg udh kyknya xxi,1
"cobain dulu lah nonton, dua-duanya bagus dengan caranya sendiri~",cobain nonton duaduanya bagus dentidakn,2
"Kata u pada ni film bgus ok,kata w film nya B aja dari awal film bnyk bacot si kake & si ibu matinya GK di perlihatkan dsni w udah mulai ilfil sama ni film😤",u ni film bgus okkata w film nya b aja film bnyk bacot si kake si matinya gk perlihatkan dsni w udah ilfil ni film,1
Ok w ikutin trus yg bikin w kcwanya kata u ni film di ceritain detail sebab mula kematian nya apaan cmn skilas gak jls setannya pun sbntr doank😤,ok w ikutin trus yg bikin w kcwanya u ni film ceritain detail kematian nya cmn skilas tidakk jls setannya sbntr doank,1
"Ni film cmn modal bacot SM ritual setan GK jls,film yg bgus yg bikin w puas Aplgi 2 jm durasi pasti ngena di hati w,tapi pas udahnnya bikin w tambah emosi w berharap ada yg mati mlh endingnya mkn & mkn kn asuh!!",ni film cmn modal bacot sm ritual setan gk jlsfilm yg bgus yg bikin w puas aplgi jm durasi ngena hati wtapi pas udahnnya bikin w emosi w berharap yg mati mlh endingnya mkn mkn kn asuh,1
U klw review film B aja jgn u bilang bgus ni marketing nya pinter hrga filmny di bedain yg lain biar org penasaran nyesel w buang duit 40rb buat ni film gara gara review u yg GK becus w nonton ni film👎,u klw review film b aja jgn u bilang bgus ni marketing nya pinter hrtidak filmny bedain yg biar org penasaran nyesel w buang duit rb ni film tidakra tidakra review u yg gk becus w nonton ni film,1
"Pantesny nonton ny di streaming ni film GK pantes masuk bioskop, ngebodohin penonton Indonesia w liat raut wajah yg nonton ni film kaya pada kcwa udh gtu doank dlm hatinya EXkon.......L!!!",pantesny nonton ny streaming ni film gk pantes masuk bioskop ngebodohin penonton indonesia w liat raut wajah yg nonton ni film kaya kcwa udh gtu doank dlm hatinya exkonl,1
lmao 🥴🥴🥴🥴🥴🥴🥴,lmao,1
Titip jejak udah kelar nonton. 💯,titip jejak udah kelar nonton,1
"Keren memang film ini, pemilihan aktor aktrisnya pas betul.. Hmm, kyknya tentara Jepang jaman dulu itu diceritain badannya tinggi gede, film Ronin apa ya, lupa.. trus yg sempet sekilas adegan perang di series Kingdom juga.. modelannya kayak si jendral pemakan ikan mentah itu.. Toplah Cine Crib ❤",keren film pemilihan aktor aktrisnya pas hmm kyknya tentara jepang jaman diceritain badannya gede film ronin ya lupa trus yg sempet sekilas adetidakn perang series kingdom jutidak modelannya kayak si jendral pemakan ikan mentah toplah cine crib,2
"Sy paling demen saat adegan Choi Minsik njilat tanah,.. keliatan kelasnya klu dya actor kawakan.. 😂",sy demen adetidakn choi minsik njilat tanah keliatan kelasnya klu dya actor kawakan,1
"terimakasih mas. beberapa adegan yg masih janggal dan samar, sdh masuk akal sekarang. 👍 barangkali bisa bahas film korea lain yg se genre tp blm byk orang familiar.",terimakasih mas adetidakn yg jangtidakl samar sdh masuk akal barangkali bahas film korea yg genre tp blm byk orang familiar,1
"ini mah tidak menjelaskan alurnya,",mah tidak alurnya,1
"Blunder ni film justru terletak di kelemahan nya si jenderal,,di film kelemahannya air dan kayu,, tapi kok nusuk perut orang ga kenapa2 padahal kan isinya darah semua😅",blunder ni film terletak kelemahan nya si jenderaldi film kelemahannya air kayu nusuk perut orang tidak isinya darah,1
"Bang, lu liatnya kemana?",bang lu liatnya kemana,1
"Untuk yang bingung, kenapa yang ngerasukin Bong Gil kayak beda nyebut dirinya sendiri, itu yang ngerasukin Bong Gil (kemungkinannya) adalah si katana Sang Jenderal yang jadi pasak besi.

Setelah ratusan tahun jadi pasak, katana yang ditanam di tubuh Jenderal itu akhirnya punya kesadaran sendiri alias jadi tsukumogami",bingung ngerasukin bong gil kayak beda nyebut ngerasukin bong gil si katana sang jenderal pasak besisetelah ratusan pasak katana ditanam tubuh jenderal kesadaran alias tsukumotidakmi,1
bg baru aja tdi gw nonton exhuma sama cewe gw ngak taunya itu trakhir gw ketemu sama dia sumpah smpe skrng msh nangis kecewa smuanya jadi satu ngak nyangka aja abis nonton film yg dia suka bngt,bg aja tdi gw nonton exhuma cewe gw ntidakk taunya trakhir gw ketemu sumpah smpe skrng msh nangis kecewa smuanya ntidakk nyangka aja abis nonton film yg suka bngt,1
"Yang masih aku pikirin itu siapa yang ada dibadannya Bong Gil waktu dirumah sakit? Apakah si iron stake? Mengingat dia jadi kek miroring gitu ngelakuin apa yang dilakuin sama si iron stake, ngomong yang sama kek yang diomongin iron stake juga? Tapi kenapa waktu hwarim sama sodaranya main kek semacam jelangkung gitu, yang ngomong seperti entitas lain, ditanyain siapa yang kamu liat? Trus dia bilang tuanku yang membunuh 10.000 orang, berarti kan ini merujuk ke iron stake ya? Berarti ada dua entitas yang masuk ke badan bonggil gitu ya? Atau yang ngomong ini Khodamnya bonggil? Kalo gak salah juga pas main jelangkung ini mereka pake bahasa korea kan yaa? Apa aku yang missed? Hmm..",pikirin dibadannya bong gil dirumah sakit si iron stake mengintidakt kek miroring gitu ngelakuin dilakuin si iron stake ngomong kek diomongin iron stake jutidak hwarim sodaranya main kek jelangkung gitu ngomong entitas ditanyain liat trus bilang tuanku membunuh orang merujuk iron stake ya entitas masuk badan bonggil gitu ya ngomong khodamnya bonggil kalo tidakk salah jutidak pas main jelangkung pake bahasa korea yaa missed hmm,1
"Emg dasarnya Gw suka film misteri,apa lg ada horrornya. Suka aja sama film yg bikin nebak2. Dan Exhuma itu paket komplit sih menurut Gw. Suka sinematografinya jg. Suka suasana horrornya,yg bikin ngeri dan ga lebay. Pengambilan gambarnya jg keren sih. Jepang knpa kejam banget ya pas penjajahan?? Gila sih. Sadis.",emg dasarnya gw suka film misteriapa lg horrornya suka aja film yg bikin nebak exhuma paket komplit sih gw suka sinematografinya jg suka suasana horrornyayg bikin ngeri tidak lebay pentidakmbilan tidakmbarnya jg keren sih jepang knpa kejam banget ya pas penjajahan gila sih sadis,2
Review abigail 2024,review abitidakil,1
Aku masih bingung tujuan si Gisune memberikan kutukan kepada kakek buyutnya si Park apa ya?,bingung tujuan si gisune kutukan kakek buyutnya si park ya,1
"Ini film apa sih,awal bantuin orang trus berubah jadi film tentang patriotisme korea vs jepang",film sihawal bantuin orang trus berubah film patriotisme korea vs jepang,1
"Microphone keknya rusak deh, soalnya diperhatiin di videonya rasyid yang lain juga beRubah Rubah suara micnya",microphone keknya rusak deh diperhatiin videonya rasyid jutidak berubah rubah suara micnya,1
"Spoiler alert:








1. Menurut gw ide peti mati berdiri itu epic dan bikin ga nyaman banget sih, ngebayangin betapa si sosok jenderal nya itu bener2 intimidatif. Sumpah ga nyaman ngebayanginnya orang di kubur peti mati nya berdiri

2. Kebangkitan sang shogun di akhir2 film2 itu jg beneran epic, si hwa-rim bener2 nunjukin sense of survival nya disaat terdesak oleh roh jahat, dia pura2 jd anak buah si shogun itu buat bertahan hidup.

3. Ga lupa sama Music scoringnya yg bikin kuping bergetar smpe tembus ke paru2 bikin sesek",spoiler alert gw ide peti mati berdiri epic bikin tidak nyaman banget sih ngebayangin betapa si sosok jenderal nya bener intimidatif sumpah tidak nyaman ngebayanginnya orang kubur peti mati nya berdiri kebangkitan sang shogun film jg beneran epic si hwarim bener nunjukin sense of survival nya disaat terdesak roh jahat pura jd anak buah si shogun bertahan hidup tidak lupa music scoringnya yg bikin kuping bergetar smpe tembus paru bikin sesek,2
